,index,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
198,15198,1422069069,20150205T000000,426500,4,2.75,2100,88426,1,0,0,3,6,2100,0,1990,0,98038,47.399,-122.011,2150,63162
199,15199,9834200305,20140716T000000,350000,3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
200,15200,9834200305,20150210T000000,615000,3,1,1790,3876,1.5,,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
201,15201,3396820010,20150223T000000,542000,3,2.25,2220,12056,2,0,0,3,8,2220,0,1985,0,98052,47.7148,-122.101,2320,12025
202,15202,1929300415,20141119T000000,710000,4,1.75,2000,6000,1,0,3,5,7,1000,1000,1956,0,98109,47.6428,-122.348,2610,4377
203,15203,8001600130,20150501T000000,289950,3,2.5,1770,9450,1,0,0,3,8,1770,0,1988,0,98001,47.3196,-122.272,2200,8582
204,15204,3835500585,20141016T000000,1900000,4,2.75,4280,12668,2,,0,3,9,3900,380,1947,2008,98004,47.6185,-122.219,3590,12670
205,15205,7518505910,20141119T000000,528000,2,1,1260,5100,1.5,0,0,4,7,1120,140,1925,0,98117,47.6805,-122.384,1260,5100
206,15206,7518505610,20150325T000000,471000,2,1,840,5100,1,0,0,4,7,840,0,1949,0,98117,47.6779,-122.384,1550,5100
207,15207,5412100920,20141203T000000,250000,4,2.75,1830,6643,2,0,0,3,8,1830,0,2001,0,98001,47.2601,-122.286,2400,6472
208,15208,2329700440,20141027T000000,155000,3,1.5,970,8400,1,0,0,3,7,970,0,1966,0,98003,47.3284,-122.331,1230,8400
209,15209,923000413,20140818T000000,515000,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,0,98177,47.7243,-122.363,1600,8160
210,15210,9406521150,20150305T000000,336600,3,2.25,1654,8464,2,0,0,3,7,1654,0,1995,0,98038,47.3618,-122.033,1975,8515
211,15211,810000080,20150310T000000,915000,3,2.25,2390,2750,2,0,0,5,8,1580,810,1925,0,98109,47.6339,-122.354,2200,5160
212,15212,3762900130,20140715T000000,350000,2,1.75,1080,7242,2,0,0,4,7,1080,0,1984,0,98034,47.7065,-122.235,1800,7321
213,15213,1651800010,20140702T000000,1300000,4,1.75,2610,21600,1,0,0,4,8,2610,0,1966,0,98004,47.6245,-122.227,2920,20330
214,15214,3876500290,20150305T000000,175000,3,1,1070,6164,1,0,0,3,7,1070,0,1967,0,98001,47.3377,-122.291,1320,7920
215,15215,4443800545,20150330T000000,545000,2,2,1430,3880,1,0,0,4,7,1430,0,1949,0,98117,47.6844,-122.392,1430,3880
216,15216,9218400050,20141227T000000,475000,4,3,2400,5400,2,0,2,4,7,1600,800,1965,0,98178,47.5099,-122.26,2400,5400
217,15217,1023059108,20150430T000000,390000,2,1,670,11505,1,0,0,3,5,670,0,2003,0,98059,47.499,-122.157,2180,11505
218,15218,2787250190,20140717T000000,645000,4,2.5,2860,14000,2,0,0,3,8,2860,0,1995,0,98019,47.7306,-121.973,2650,14564
219,15219,4019301205,20141202T000000,410000,3,1.5,2270,8187,1,0,0,4,8,1420,850,1954,0,98155,47.7573,-122.278,2020,14092
220,15220,2607760190,20150331T000000,480000,4,2.5,2180,9861,2,0,2,3,8,2180,0,1997,0,98045,47.4817,-121.802,2390,9761
221,15221,1250203135,20140701T000000,725000,3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288,3030,7119
222,15222,1424069069,20140522T000000,1150000,6,4.5,6040,219542,2,0,0,3,11,4100,1940,1996,0,98029,47.5622,-122.003,2010,32362
223,15223,7304301300,20140702T000000,300000,2,1,1010,11919,1,0,0,3,6,1010,0,1947,0,98155,47.7461,-122.322,1220,11240
224,15224,8835400290,20150309T000000,752000,4,2.5,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,47.5483,-122.261,2050,7500
225,15225,3630030440,20140923T000000,585000,4,2.5,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720
226,15226,1088000050,20150213T000000,678700,3,1.75,1970,10548,1,0,0,4,8,1300,670,1973,0,98033,47.6669,-122.179,2500,8548
227,15227,7504010480,20150417T000000,603000,4,2.25,2110,11155,2,0,0,3,9,2110,0,1975,0,98074,47.6386,-122.058,2660,11900
228,15228,8644500010,20150320T000000,715000,3,1.75,1650,7276,1.5,0,4,4,7,1150,500,1928,0,98117,47.6989,-122.399,2300,8088
229,15229,1326059142,20141028T000000,1395000,4,3,3520,128502,2,0,2,4,10,3520,0,1981,0,98072,47.7448,-122.117,3260,79714
230,15230,3754501205,20150429T000000,1085000,3,2.5,2840,7500,2,0,3,3,11,2840,0,1997,0,98034,47.7049,-122.224,2580,5918
231,15231,7625701900,20150222T000000,467500,2,1.75,1490,4800,1,0,0,4,7,750,740,1918,0,98136,47.5496,-122.391,1400,6000
232,15232,1926049398,20141013T000000,359000,3,2.25,1650,7218,1,0,0,3,7,1230,420,1985,0,98133,47.7237,-122.335,1690,7459
233,15233,6372000190,20140826T000000,745000,4,2,1960,4520,1,0,0,3,8,960,1000,1922,2001,98116,47.58,-122.405,1680,4520
234,15234,3622059088,20140513T000000,450000,3,2.25,2450,42180,1,0,0,4,7,2450,0,1978,2000,98042,47.3549,-122.111,1440,42180
235,15235,809003105,20150408T000000,935000,3,2,1720,2000,1.5,0,0,3,8,1060,660,1910,2000,98109,47.6384,-122.35,1590,4000
236,15236,8956000250,20140903T000000,615000,3,2.5,1980,3128,2,0,0,3,8,1890,90,2009,0,98027,47.5456,-122.016,2160,2240
237,15237,1241500351,20140929T000000,1031000,3,2.5,4110,35741,2,0,0,3,7,4110,0,1976,0,98033,47.6642,-122.171,2710,8865
238,15238,7457400250,20150106T000000,283500,4,2.5,1990,5577,2,0,0,3,7,1990,0,1999,0,98092,47.3191,-122.191,2020,6400
239,15239,6154900130,20141202T000000,340000,2,1,860,7102,1,0,0,3,6,860,0,1947,0,98177,47.7042,-122.369,1450,7102
240,15240,1853500130,20150225T000000,370000,4,2.5,2320,9264,2,0,0,3,8,2320,0,1994,0,98188,47.4449,-122.274,2320,9129
241,15241,1854750010,20140820T000000,1150000,3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,98006,47.5642,-122.127,3650,8321
242,15242,9320500080,20140510T000000,265000,4,1,1940,9533,1,0,0,3,7,1080,860,1962,0,98031,47.4139,-122.208,1940,8839
243,15243,7228500415,20140826T000000,480000,4,2.25,2520,2370,2,0,0,3,8,1690,830,1908,0,98122,47.6109,-122.303,1530,2370
244,15244,3142600130,20140617T000000,667500,3,2,1880,3800,1,0,0,5,7,1030,850,1927,0,98115,47.6841,-122.309,1700,3800
245,15245,629000605,20150227T000000,1398000,3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,98004,47.5845,-122.199,2420,12287
246,15246,5536100005,20140808T000000,2300000,7,4.75,5310,8816,2,0,0,3,10,3650,1660,2013,0,98004,47.6221,-122.208,2920,10610
247,15247,3990000050,20140616T000000,465000,3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,98166,47.4608,-122.354,1970,9598
248,15248,1320069249,20141020T000000,192500,1,1,470,63737,1,0,2,5,5,470,0,1924,0,98022,47.2163,-121.984,1350,46762
249,15249,9357000635,20150323T000000,345000,3,1,1060,5600,1,0,0,4,6,760,300,1943,0,98146,47.5116,-122.379,1310,5600
250,15250,2207200635,20140602T000000,439800,3,1.5,1120,6900,1,0,0,5,7,1120,0,1956,0,98007,47.6023,-122.132,1300,7000
251,15251,3798000130,20140725T000000,468000,4,1.75,2250,8580,1,0,0,4,7,1330,920,1958,0,98011,47.7633,-122.199,2250,10032
252,15252,2680700010,20140724T000000,775000,4,2.5,2070,8473,1,0,0,4,8,1250,820,1976,0,98033,47.6608,-122.19,2070,9499
253,15253,3066200440,20140608T000000,684680,4,2.25,2370,9360,2,0,0,4,8,2370,0,1979,0,98052,47.6518,-122.123,2370,9720
254,15254,3293400020,20150116T000000,910000,4,3.5,3570,27699,2,0,0,3,11,3570,0,1990,0,98052,47.7173,-122.098,3800,35880
255,15255,2425049063,20140911T000000,3640900,4,3.25,4830,22257,2,1,4,4,11,4830,0,1990,0,98039,47.6409,-122.241,3820,25582
256,15256,114101426,20140617T000000,375000,3,1.75,1160,22470,1,0,0,4,7,1160,0,1976,0,98028,47.7595,-122.23,1940,15999
257,15257,100500020,20140911T000000,250000,3,2.5,1610,6600,2,0,0,3,7,1610,0,1994,0,98003,47.2827,-122.302,1660,7689
258,15258,1732800780,20150212T000000,3065000,5,3,4150,7500,2.5,0,4,5,11,3510,640,1909,0,98119,47.6303,-122.362,2250,4050
259,15259,7955050250,20141125T000000,442500,4,2.25,1840,7575,1,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500
260,15260,3521059134,20140523T000000,900000,3,3.5,4080,217697,1.5,0,3,3,10,4080,0,2000,0,98092,47.2604,-122.139,2710,217790
261,15261,6908200006,20140919T000000,699000,3,2,1820,4080,2,0,2,3,8,1820,0,1937,1987,98107,47.6735,-122.401,2160,5400
262,15262,4012800010,20140506T000000,360000,4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,98001,47.3182,-122.279,1230,15750
263,15263,629800660,20140909T000000,1675000,4,4.75,4790,25412,2,0,0,3,12,4790,0,1999,0,98074,47.603,-122.012,3830,16314
264,15264,425059024,20150129T000000,675000,5,2,2420,21000,1.5,0,0,3,8,2420,0,1966,0,98033,47.677,-122.165,1940,8085
265,15265,8911000425,20140918T000000,345000,2,1,1130,8081,1,0,0,4,7,1130,0,1921,0,98133,47.7064,-122.355,1220,7800
266,15266,3438502066,20150408T000000,229000,4,1,1320,5000,1.5,0,0,3,7,1320,0,1928,0,98106,47.5457,-122.363,1640,5164
267,15267,3022039069,20150326T000000,300000,3,1,1290,12415,1.5,0,0,3,6,1290,0,1908,0,98070,47.3719,-122.461,1620,12415
268,15268,1862400471,20140820T000000,392500,3,3.25,1600,,3,0,0,3,8,1600,0,1998,0,98117,47.6957,-122.375,1600,1376
269,15269,7518505851,20140616T000000,552000,3,1,1120,2300,1,0,0,4,7,820,300,1912,0,98117,47.6797,-122.384,1430,5100
270,15270,5101408678,20141120T000000,457000,2,1.75,2060,7192,1,0,0,3,7,1420,640,1940,0,98125,47.7038,-122.317,1860,7140
271,15271,3296900130,20141007T000000,518000,4,2.5,2830,13760,2,0,0,3,8,2830,0,1993,0,98019,47.7334,-121.97,2350,14029
272,15272,9513900050,20140812T000000,237000,3,2,1210,6634,1,0,0,4,7,1210,0,1985,0,98031,47.4097,-122.193,1560,7200
273,15273,2624089022,20150314T000000,399950,3,2.25,1560,11997,1,0,0,3,7,1260,300,1988,0,98065,47.5378,-121.742,1820,36590
274,15274,4024100670,20150506T000000,605000,3,2.25,2260,17114,2,0,0,3,7,2260,0,1990,0,98155,47.7537,-122.296,2360,14893
275,15275,1862910050,20140722T000000,295000,4,2.5,1850,8198,2,0,0,3,7,1850,0,1993,0,98031,47.4079,-122.186,1850,7924
276,15276,8651720420,20150428T000000,513000,4,2.5,1930,8040,1,0,0,3,7,1380,550,1978,0,98034,47.7283,-122.218,2080,7200
277,15277,2619920170,20141001T000000,772500,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083
278,15278,2619920170,20141219T000000,765000,4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083
279,15279,225039069,20141010T000000,696950,4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,0,98117,47.6865,-122.396,1920,5264
280,15280,3878900525,20150213T000000,329000,3,1,1200,5650,1.5,0,0,3,7,1200,0,1928,0,98178,47.5065,-122.249,1610,5650
281,15281,7137970130,20141218T000000,339999,3,2.5,2360,8093,2,0,0,3,8,2360,0,1995,0,98092,47.3257,-122.17,1860,6762
282,15282,6632300122,20140714T000000,364500,3,1,1060,9506,1,0,0,3,7,1060,0,1959,0,98125,47.7317,-122.31,1520,8469
283,15283,2770602135,20140514T000000,607500,5,1.75,2220,6000,1.5,0,0,3,7,1420,800,1923,0,98199,47.648,-122.384,1550,1715
284,15284,3584800010,20150408T000000,550000,3,1,880,6664,1,0,0,3,6,880,0,1961,0,98033,47.6855,-122.199,1690,6564
285,15285,8950500250,20150421T000000,479900,4,2,2510,9750,1,0,0,3,8,1630,880,1960,0,98028,47.7438,-122.229,1980,9750
286,15286,7011201306,20150212T000000,1120280,4,4,2530,,3,0,2,3,9,2100,430,2013,0,98119,47.6362,-122.369,2160,2400
287,15287,4438400020,20140512T000000,192000,2,1,700,10540,1,0,0,3,6,700,0,1953,0,98166,47.438,-122.336,890,10540
288,15288,8651440250,20150413T000000,250000,3,2,1500,5200,1,0,0,3,7,1060,440,1977,0,98042,47.3653,-122.09,1640,5200
289,15289,203900920,20140715T000000,340000,3,2,1130,9879,2,0,0,3,6,1130,0,1996,0,98053,47.635,-121.964,1900,14907
290,15290,2458400345,20141028T000000,340000,3,2,1420,6060,1,0,0,5,7,830,590,1942,0,98146,47.5102,-122.372,1420,6360
291,15291,6664000130,20141013T000000,635250,3,2.25,2210,22040,1,0,0,5,8,1510,700,1976,0,98004,47.5904,-122.194,2470,14258
292,15292,2685600005,20150407T000000,324800,2,1,1170,5043,1,0,0,3,6,880,290,1949,0,98108,47.5492,-122.302,1430,5692
293,15293,40000362,20140506T000000,78000,2,1,780,16344,1,0,0,1,5,780,0,1942,0,98168,47.4739,-122.28,1700,10387
294,15294,3582700130,20150409T000000,400000,4,1.75,1770,12875,1,0,0,3,8,1770,0,1988,0,98028,47.7438,-122.247,2150,12875
295,15295,3013300980,20150506T000000,640500,3,1,1070,4505,1,0,2,4,7,1070,0,1919,0,98136,47.5305,-122.384,1380,4505
296,15296,2597000130,20150430T000000,570000,3,2,1930,10929,1,0,0,3,8,1260,670,1964,0,98155,47.7657,-122.272,2030,8750
297,15297,6169900545,20140625T000000,1330000,3,1.5,1940,2885,1.5,0,2,3,8,1940,0,1900,0,98119,47.6308,-122.369,2550,3600
298,15298,1328340630,20150403T000000,330490,3,2.75,1440,7350,1,0,0,4,7,1040,400,1980,0,98058,47.4431,-122.138,1510,7350
299,15299,705730280,20140819T000000,325000,3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,98038,47.3777,-122.023,2180,5000
300,15300,705730280,20150421T000000,335000,3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,98038,47.3777,-122.023,2180,5000
301,15301,5379805910,20141113T000000,314000,5,2.75,2210,13500,1,0,0,5,7,1460,750,1963,0,98188,47.4468,-122.282,1590,10850
302,15302,2887700091,20140923T000000,625000,4,2,2190,3622,1.5,0,0,5,8,1990,200,1925,0,98115,47.6887,-122.312,1450,3082
303,15303,7732410420,20140617T000000,809000,3,2.5,2590,7720,2,0,0,3,9,2590,0,1988,0,98007,47.659,-122.146,2600,9490
304,15304,7806500290,20140818T000000,535000,3,2.5,2790,19485,2,0,0,3,9,2790,0,1990,0,98059,47.4688,-122.124,2580,17859
305,15305,1565600130,20140821T000000,275000,5,1.75,2180,9178,1,0,0,3,7,1140,1040,1963,0,98188,47.4364,-122.28,2140,9261
306,15306,2473100280,20150417T000000,358000,4,2.75,2580,11900,1,0,0,4,7,1620,960,1967,0,98058,47.4475,-122.159,1570,9375
307,15307,3826000460,20150313T000000,297975,3,2.25,2820,8100,1,0,0,4,7,1720,1100,1947,0,98168,47.4944,-122.304,1040,8100
308,15308,1823069088,20150504T000000,492000,2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,98059,47.4801,-122.092,1300,14810
309,15309,1901600095,20140626T000000,210000,2,1,720,8040,1,0,0,3,6,720,0,1943,0,98166,47.4662,-122.359,2300,9500
310,15310,9285800020,20140827T000000,622500,3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1928,0,98126,47.5714,-122.376,1870,4582
311,15311,3383900048,20141022T000000,550000,3,2.5,1550,1092,3,0,0,3,8,1390,160,2004,0,98102,47.6355,-122.324,1550,1079
312,15312,1423700680,20150226T000000,190000,3,1.75,1390,7700,1,0,0,5,7,1390,0,1965,0,98058,47.4559,-122.183,1260,7700
313,15313,9264930980,20140728T000000,340000,4,2.5,2380,9362,2,0,0,3,8,2380,0,2000,0,98023,47.3148,-122.349,2190,9840
314,15314,3825311190,20140725T000000,678000,3,2.5,2640,5964,2,0,0,3,9,2640,0,2003,0,98052,47.7043,-122.128,2680,5211
315,15315,9122500080,20150428T000000,275000,5,2,2260,11970,1,0,0,4,7,1250,1010,1962,0,98031,47.3896,-122.218,1950,11970
316,15316,1189000130,20140915T000000,493000,3,2.75,1720,6720,1,0,0,4,7,1270,450,1947,0,98122,47.6138,-122.298,1690,3248
317,15317,3347400525,20141216T000000,147000,3,1,1070,14000,1,0,0,3,7,1070,0,1960,0,98178,47.4971,-122.279,920,12500
318,15318,8091411100,20150204T000000,334000,3,2.25,2000,7225,2,0,0,4,7,2000,0,1985,0,98030,47.349,-122.167,1950,7464
319,15319,4384000020,20140703T000000,605000,4,2.5,2800,10786,1,0,0,3,8,1420,1380,1970,0,98008,47.5959,-122.116,2140,10788
320,15320,321059132,20150427T000000,365000,3,1.75,1450,61419,1,0,0,4,8,1450,0,1976,0,98092,47.3343,-122.16,2256,82328
321,15321,1016000080,20141125T000000,345000,3,1,1620,10610,1,0,0,4,6,1620,0,1958,0,98059,47.474,-122.125,1680,10795
322,15322,3585900305,20141030T000000,999000,3,2.5,2710,23292,1,0,4,3,9,2080,630,1956,0,98177,47.7608,-122.374,2430,20000
323,15323,2922701305,20150402T000000,470000,2,1.75,1520,4220,1,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700
324,15324,8123500050,20140624T000000,599000,5,2.75,2730,22572,1,0,0,3,7,2080,650,1968,1992,98075,47.5951,-122.037,2260,15458
325,15325,5547500050,20140917T000000,255000,3,2.25,1740,10378,1,0,0,5,7,1740,0,1977,0,98042,47.3815,-122.09,1420,10167
326,15326,5469700020,20150206T000000,295000,4,1.75,1800,28650,1,0,0,4,7,1800,0,1975,0,98031,47.3926,-122.166,1800,5234
327,15327,9358400080,20140627T000000,550000,4,3.5,4150,16197,2,0,0,3,10,4150,0,2006,0,98003,47.3423,-122.183,3618,15210
328,15328,1257200050,20140731T000000,1305000,5,3.5,3270,4080,2,0,0,3,9,2180,1090,2011,0,98115,47.6754,-122.327,1410,4080
329,15329,1180005220,20150505T000000,225000,2,1,1070,6000,1,0,0,4,5,1070,0,1922,0,98178,47.495,-122.227,1910,6000
330,15330,9536600010,20141223T000000,520000,4,0.75,1960,8277,1,1,4,4,7,1320,640,1923,1986,98198,47.3648,-122.325,1940,8402
331,15331,6140100022,20140826T000000,345000,3,3.25,1600,1882,2,0,0,3,8,1360,240,2000,0,98133,47.7151,-122.355,1390,1379
332,15332,6140100095,20140520T000000,475000,4,1.75,1650,7775,1,0,0,4,7,1150,500,1950,0,98133,47.715,-122.354,1390,7200
333,15333,4037800020,20141008T000000,497500,5,1.5,2170,8610,1,0,0,4,7,1230,940,1959,0,98008,47.6111,-122.126,1670,8610
334,15334,322069180,20141120T000000,649500,3,3,3730,383328,1.5,0,0,4,9,2230,1500,1990,0,98038,47.4257,-122.03,1940,217800
335,15335,9348700020,20140825T000000,734500,4,2.75,3280,6845,2,0,0,3,10,3280,0,2003,0,98052,47.7042,-122.107,3280,7467
336,15336,7414200010,20141218T000000,276000,3,1,870,8040,1,0,0,3,7,870,0,1953,0,98177,47.7048,-122.368,1440,8040
337,15337,7849200635,20140630T000000,235000,2,1,900,28800,1,0,0,1,6,900,0,1928,0,98065,47.5245,-121.822,1360,7200
338,15338,1524800005,20140812T000000,325000,2,1,1400,10800,1,0,0,4,7,1400,0,1974,0,98011,47.7726,-122.21,1560,11280
339,15339,8045600130,20140528T000000,425000,4,2.75,1680,9545,1,0,0,4,7,1080,600,1979,0,98028,47.739,-122.243,1890,9545
340,15340,5559200170,20150430T000000,307000,4,2,2390,23972,2,0,0,3,7,1720,670,1949,0,98023,47.3197,-122.343,1950,22750
341,15341,5700000275,20140528T000000,635000,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0,98144,47.5785,-122.293,2100,5000
342,15342,3224900130,20140514T000000,223000,3,1.75,1340,7473,1,0,0,4,7,1340,0,1973,0,98002,47.3087,-122.206,1510,8240
343,15343,4397010480,20150413T000000,425000,3,2.75,2600,10874,2,0,0,3,9,2600,0,1994,0,98042,47.3815,-122.146,2800,11504
344,15344,2310000250,20150506T000000,190000,3,2.25,1640,7730,1,0,0,4,7,1220,420,1989,0,98038,47.3576,-122.039,1560,7566
345,15345,8731902340,20140918T000000,275000,4,1.75,1960,6177,1,0,0,4,8,1960,0,1967,0,98023,47.3131,-122.383,2010,8162
346,15346,3630000080,20140606T000000,450000,3,2.5,1480,1961,2,0,0,3,8,1480,0,2005,0,98029,47.5478,-122,1400,1138
347,15347,4139900050,20140519T000000,1468000,4,3.25,5010,34460,2,0,0,3,12,5010,0,1988,0,98006,47.5469,-122.127,4760,34460
348,15348,9191200380,20141222T000000,550000,4,2,1540,5000,1.5,0,0,4,7,1540,0,1913,0,98105,47.6713,-122.3,1790,4000
349,15349,930000415,20141204T000000,835000,4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,98177,47.7168,-122.365,2490,7680
350,15350,5450300020,20140618T000000,900000,6,3,3020,13783,2,0,0,3,8,3020,0,1952,2002,98040,47.5722,-122.226,1720,13500
351,15351,8898700440,20141124T000000,290000,2,2,1590,9375,1,0,0,3,7,910,680,1983,0,98055,47.4585,-122.205,1560,8524
352,15352,1238501188,20140808T000000,1035000,4,2.5,2910,9131,2,0,0,3,10,2910,0,2014,0,98033,47.6826,-122.186,1880,11212
353,15353,644210020,20150105T000000,780000,4,2.5,3020,15164,1,0,0,4,8,1730,1290,1976,0,98004,47.5882,-122.192,2600,11556
354,15354,3066200460,20141218T000000,572500,3,2,2290,11200,2,0,0,3,9,2290,0,1979,0,98052,47.6517,-122.124,2250,10000
355,15355,3422049088,20150324T000000,389000,3,1.75,2180,9220,1,0,0,4,7,1090,1090,1938,0,98001,47.3547,-122.285,2050,22400
356,15356,6433000050,20140821T000000,350000,4,1.75,2740,10086,1,0,0,3,7,1440,1300,1972,0,98168,47.5112,-122.329,1710,9840
357,15357,7215410430,20140728T000000,476000,4,2.5,2740,33158,2,0,0,3,9,2740,0,1993,0,98042,47.3333,-122.074,2740,36074
358,15358,5316100255,20140904T000000,1046250,2,3,2330,3600,2,0,0,5,10,1870,460,1927,1979,98112,47.6316,-122.282,2950,7200
359,15359,2413300980,20141217T000000,287000,3,2.25,2300,7200,1,0,0,4,8,1550,750,1978,0,98003,47.324,-122.328,2000,7350
360,15360,1175000280,20141107T000000,707500,4,4,,6596,1.5,0,0,5,7,1550,0,1907,0,98107,47.6711,-122.398,1830,4850
361,15361,7304300420,20140801T000000,464500,4,2.5,1750,11381,1,0,0,4,7,1610,140,1947,0,98155,47.7425,-122.321,1080,11375
362,15362,59000250,20141203T000000,720000,3,1.5,2180,5000,1,0,3,4,8,1090,1090,1941,0,98116,47.5787,-122.402,2070,5000
363,15363,1441300130,20141224T000000,319000,3,2.5,1610,8544,2,0,0,5,7,1610,0,1994,0,98038,47.3714,-122.054,1840,8190
364,15364,1075100050,20140916T000000,330000,3,1,1570,9136,1,0,0,3,7,1570,0,1953,0,98133,47.7688,-122.337,1380,9127
365,15365,7972000010,20140520T000000,120750,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633
366,15366,7972000010,20141021T000000,195000,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633
367,15367,5113400364,20150126T000000,650000,4,1.5,2480,6383,1,0,0,3,7,1380,1100,1946,0,98119,47.6445,-122.374,1440,6000
368,15368,5076900010,20140513T000000,530000,3,1.75,1690,8190,1,0,0,4,8,1690,0,1958,0,98005,47.5857,-122.172,1840,8705
369,15369,3526039193,20150407T000000,825000,4,3,2910,8027,1,0,0,5,8,1800,1110,1970,0,98117,47.6939,-122.391,2390,7660
370,15370,7905380280,20140822T000000,436000,4,2,1600,15044,1,0,0,3,7,1600,0,1972,0,98034,47.72,-122.216,1660,8102
371,15371,7936500221,20150114T000000,658000,2,1,1010,14244,1,1,4,1,5,1010,0,1926,0,98136,47.5476,-122.399,1820,15792
372,15372,5100404761,20140813T000000,547500,3,2,1850,9570,1,0,0,4,7,950,900,1940,0,98115,47.697,-122.322,1430,6380
373,15373,510000050,20141203T000000,762000,3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,0,98103,47.6629,-122.329,1610,3663
374,15374,7148700050,20150126T000000,340000,3,1.75,2650,7378,1,0,0,3,7,1460,1190,1952,0,98155,47.7525,-122.315,1600,7616
375,15375,3271800185,20141121T000000,880000,4,1.75,2510,5800,1,0,2,4,9,1830,680,1953,0,98199,47.648,-122.41,2190,5800
376,15376,2652501470,20140521T000000,1220000,4,2.5,3240,3600,2,0,0,3,9,2060,1180,2008,0,98109,47.6405,-122.356,1820,3600
377,15377,1568100920,20150408T000000,1950000,4,2.5,3440,14554,2,1,4,3,8,2170,1270,2012,0,98155,47.7364,-122.286,3170,11810
378,15378,7738500185,20140923T000000,382500,3,2,1150,6249,1,0,0,3,7,1150,0,1952,2006,98155,47.7489,-122.284,2470,7751
379,15379,9133600130,20150105T000000,344500,3,1.75,1890,9535,1,0,0,3,7,1210,680,1976,0,98055,47.4872,-122.223,2040,11108
